CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_ADDR_1	NPI_ADDR_2	NPI_CITY	NPI_STATE	NPI_ZIP	CLIA_FAC_NAME	CLIA_ADDR_1	CLIA_ADDR_2	CLIA_CITY	CLIA_STATE	CLIA_ZIP
39D0657263	NA		142	142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0657279	NA		333	333	NA	NA	NA	NA	NA	NA	GEISINGER CLINIC DBA GEISINGER MEDICAL	210 MEDICAL CENTER DRIVE		PHILIPSBURG	PA	16866
39D0657311	1417009291	1,005	867	1,872	LEBANON INTERNAL MEDICINE ASSOCIATES PC	755 NORMAN DR		LEBANON	PA	170427497	LEBANON INTERNAL MEDICINE ASSOCIATES	755 NORMAN DRIVE		LEBANON	PA	17042
39D0657320	NA		592	592	NA	NA	NA	NA	NA	NA	GEISINGER CLINIC DBA GEISINGER MEDICAL	21 GEISINGER LANE		LEWISTOWN	PA	17044
39D0657398	1770539637	79	59	138	LANCASTER HMA LLC	1500 HIGHLANDS DR		LITITZ	PA	175437694	HEART OF LANCASTER REGIONAL MEDICAL CENTER	1500 HIGHLANDS DRIVE		LITITZ	PA	17543
39D0657424	1033322466	5,296	2,829	8,125	FAMILY PRACTICE CENTER, PC	1 DOCK HILL RD		MIDDLEBURG	PA	178428910	FAMILY PRACTICE CENTER DIAGNOSTIC CNTR	1 DOCK HILL ROAD		MIDDLEBURG	PA	17842
39D0657576	NA		120	120	NA	NA	NA	NA	NA	NA	PITTSTON MEDICAL ASSOCIATES LAB	1099 SOUTH TOWNSHIP BOULEVARD		PITTSTON	PA	18640
39D0657582	1891787800	36	4	40	ANGELINE ELIZABETH KIRBY MEMORIAL HEALTH CENTER	71 N FRANKLIN ST		WILKES BARRE	PA	187011312	ANGELINE KIRBY MEMORIAL HEALTH CENTER	71 NORTH FRANKLIN STREET		WILKES BARRE	PA	18701
39D0657655	1649418351	1,248	1,544	2,792	DRUGSCAN, INC.	200 PRECISION RD	SUITE 200	HORSHAM	PA	190441227	DRUGSCAN INC	"200 PRECISION ROAD, SUITE 200"		HORSHAM	PA	19044
39D0657739	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0657854	1689688798	4,285	222	4,507	PHILA HEALTH DEPT. LABORATORY	500 S BROAD ST	3RD FLOOR, PHILA LABORATORY	PHILA	PA	191461613	PUBLIC HEALTH LAB CITY OF PHILADELPHIA	500 SOUTH BROAD STREET		PHILADELPHIA	PA	19146
39D0662635	NA		1	1	NA	NA	NA	NA	NA	NA	GUTHRIE MEDICAL GROUP - TOWANDA	132 COLONIAL DRIVE		TOWANDA	PA	18848
39D0667119	1700877701	832	14	846	ITXM DIAGNOSTICS INC	3636 BOULEVARD OF THE ALLIES		PITTSBURGH	PA	15213	ITXM DIAGNOSTICS INC	3636 BOULEVARD OF THE ALLIES		PITTSBURGH	PA	15213
39D0669495	NA		8	8	NA	NA	NA	NA	NA	NA	ST JOSEPH QUALITY MEDICAL LABORATORY	2500 BERNVILLE ROAD		READING	PA	19605
39D0691618	NA		18	18	NA	NA	NA	NA	NA	NA	BRADFORD REGIONAL MEDICAL CENTER	116 INTERSTATE PARKWAY		BRADFORD	PA	16701
39D0694814	1487610804	17,803	538	18,341	PENNSYLVANIA AUTOMATED SERVICES, INC	206 CLAY AVE		JEANNETTE	PA	156442117	PENNSYLVANIA AUTOMATED SERVICES	204-206 CLAY AVENUE		JEANNETTE	PA	15644
39D0698461	1538131362	40,471	3,562	44,033	INSTITUTE FOR DERMATOPATHOLOGY, INC.	3805 W CHESTER PIKE	BLDG D, STE. 120	NEWTOWN SQUARE	PA	190732304	INSTITUTE FOR DERMATOPATHOLOGY PC	3805 WEST CHESTER PIKE	BUILDING D SUITE 120	NEWTOWN SQUARE	PA	19073
39D0701243	1891748877	3,109	23	3,132	VALLEY GASTROENTEROLOGY ASSOCIATES	100 KNOWLSON AVE		BEAVER FALLS	PA	150101634	VALLEY GASTROENTEROLOGY ASSOC	100 KNOWLSON AVENUE		BEAVER FALLS	PA	15010
39D0703470	1467436188	3	185	188	RABKIN DERMATOPATHOLOGY LABORATORY, P.C.	419 SECOND AVENUE		TARENTUM	PA	150841804	RABKIN DERMATOPATHOLOGY LABORATORY PC	419 SECOND AVENUE		TARENTUM	PA	15084
39D0715039	1982872180	3	12	15	CHERRY TREE MEDICAL ASSOCIATES INC	25 HIGHLAND PARK DR		UNIONTOWN	PA	154018402	CHERRY TREE MEDICAL ASSOCIATES INC	25 HIGHLAND PARK DRIVE	SUITE 103	UNIONTOWN	PA	15401
39D0715039	1578576559	12	12	24	CHERRY TREE MEDICAL ASSOCIATES INC	25 HIGHLAND PARK DR	SUITE 101	UNIONTOWN	PA	154018402	CHERRY TREE MEDICAL ASSOCIATES INC	25 HIGHLAND PARK DRIVE	SUITE 103	UNIONTOWN	PA	15401
39D0721755	1093870255	9	92	101	SKIPPACK CLINICAL LAB	3887 SKIPPACK PIKE		SKIPPACK	PA	194740817	SKIPPACK MEDICAL LAB	3887 SKIPPACK PIKE		SKIPPACK	PA	19474
39D0856904	NA		1,213	1,213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0858855	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0859136	NA		1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0903558	1891981742	3,951	1,532	5,483	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	800 BUSINESS CENTER DR	FL 2	HORSHAM	PA	190443407	QUEST DIAGNOSTICS CLINICAL LABS INC	800 BUSINESS CENTER DRIVE		HORSHAM	PA	19044
39D0903558	1205872041	29,347	1,532	30,879	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	900 BUSINESS CENTER DR		HORSHAM	PA	190443408	QUEST DIAGNOSTICS CLINICAL LABS INC	800 BUSINESS CENTER DRIVE		HORSHAM	PA	19044
39D0911193	NA		3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0914551	1851347884	1,302	88	1,390	HELOMICS CORPORATION	2516 JANE ST		PITTSBURGH	PA	152032216	HELOMICS CORPORATION	2516 JANE STREET		PITTSBURGH	PA	15203
39D0919598	1548280852	8,681	14,425	23,106	HEALTH NETWORK LABORATORIES LIMITED	794 ROBLE RD		ALLENTOWN	PA	181099110	HEALTH NETWORK LABORATORIES	794 ROBLE ROAD		ALLENTOWN	PA	18109
39D0927666	1881841120	43	3,467	3,510	ATLANTIC DIAGNOSTIC LABORATORIES, LLC.	3520 PROGRESS DR	SUITE C	BENSALEM	PA	190205810	ATLANTIC DIAGNOSTIC LABORATORIES LLC	3520 PROGRESS DRIVE UNIT C		BENSALEM	PA	19020
39D0930215	NA		38	38	NA	NA	NA	NA	NA	NA	PHILADELPHIA DERMATOLOGY ASSOCIATES PC	220 SOUTH 8TH STREET		PHILADELPHIA	PA	19107
39D0938116	1841236684	2,714	8,900	11,614	QUEST DIAGNOSTICS OF PENNSYLVANIA, INC.	875 GREENTREE RD	FOUR PARKWAY CENTER	PITTSBURGH	PA	152203610	QUEST DIAGNOSTICS VENTURE LLC	"875 GREENTREE ROAD, FOUR PARKWAY CENTER"		PITTSBURGH	PA	15220
39D0938116	1811036833	8,186	8,900	17,086	QUEST DIAGNOSTICS INCORPORATED	875 GREENTREE RD		PITTSBURGH	PA	152203508	QUEST DIAGNOSTICS VENTURE LLC	"875 GREENTREE ROAD, FOUR PARKWAY CENTER"		PITTSBURGH	PA	15220
39D0938116	1578520946	28	8,900	8,928	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	875 GREENTREE RD		PITTSBURGH	PA	152203508	QUEST DIAGNOSTICS VENTURE LLC	"875 GREENTREE ROAD, FOUR PARKWAY CENTER"		PITTSBURGH	PA	15220
39D0938116	1619040284	1,634	8,900	10,534	QUEST DIAGNOSTICS VENTURE LLC	875 GREENTREE RD		PITTSBURGH	PA	152203508	QUEST DIAGNOSTICS VENTURE LLC	"875 GREENTREE ROAD, FOUR PARKWAY CENTER"		PITTSBURGH	PA	15220
39D0943233	NA		3	3	NA	NA	NA	NA	NA	NA	INTERNAL MEDICINE ASSOCIATES PC	1011 WEST BALTIMORE PIKE SUITE 301		WEST GROVE	PA	19390
39D0966392	NA		25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D0972528	NA		157	157	NA	NA	NA	NA	NA	NA	KEYSTONE MEDICAL LABORATORIES	781 KEYSTONE INDUSTRIAL PARK		DUNMORE	PA	18512
39D0977257	NA		87	87	NA	NA	NA	NA	NA	NA	DERMATOLOGY & SKIN SURGERY CENTER	501 GORDON DRIVE		EXTON	PA	19341
39D0987158	1043271539	3,801	3,853	7,654	SMA MEDICAL, INC.	940 PENNSYLVANIA BLVD	UNIT E	FEASTERVILLE	PA	190537834	SMA MEDICAL LABORATORIES	940 PENNSYLVANIA BLVD UNIT E		FEASTERVILLE	PA	19053
39D1010087	NA		203	203	NA	NA	NA	NA	NA	NA	DREXEL DERMATOLOGY	219 NORTH BROAD STREET 4TH FLOOR		PHILADELPHIA	PA	19107
39D1023963	1881891711	11,618	1,348	12,966	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	400 EGYPT RD		NORRISTOWN	PA	194033406	QUEST DIAGNOSTICS INCORPORATED	400 EGYPT ROAD	FORENSIC TOXIICOLOGY	NORRISTOWN	PA	19403
39D1024654	1609826304	2,464	80	2,544	INTERPACE DIAGNOSTICS CORPORATION	2515 LIBERTY AVE		PITTSBURGH	PA	152224613	INTERPACE DIAGNOSTICS CORPORATION	2515 LIBERTY AVENUE		PITTSBURGH	PA	15222
39D1031713	1730339615	30	21	51	GENESIS MEDICAL ASSOCIATES, INC.	8150 PERRY HWY	SUITE 102	PITTSBURGH	PA	152375232	GENESIS MEDICAL LABORATORY	8150 PERRY HIGHWAY SUITE 102		PITTSBURGH	PA	15237
39D1041216	NA		363	363	NA	NA	NA	NA	NA	NA	BALDASSANO DERMATOPATHOLOGY PC	828 CREEKVIEW DRIVE		BLUE BELL	PA	19422
39D1041805	NA		4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D1050819	NA		219	219	NA	NA	NA	NA	NA	NA	CLIN MICRO IMMUNOLOGY CENTER	100 ABINGTON EXECUTIVE PARK	SUITE D	CLARKS SUMMIT	PA	18411
39D1055009	1063556017	6,903	379	7,282	LABORATORY CORPORATION OF AMERICA HOLDINGS	1769 PINE HOLLOW RD		MC KEES ROCKS	PA	151361558	LABORATORY CORPORATION OF AMERICA HOL	1769 PINE HOLLOW ROAD		MCKEES ROCKS	PA	15136
39D1056834	1154625648	105	257	362	LABORATORY CORPORATION OF AMERICA HOLDINGS	240 MIDDLETOWN BLVD		LANGHORNE	PA	190471832	LABORATORY CORP OF AMERICA HOLDINGS	"240 MIDDLETOWN BOULEVARD, SUITE 202"		LANGHORNE	PA	19047
39D1065666	1306050174	37	425	462	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	4333 EASTON AVE		BETHLEHEM	PA	180201431	QUEST DIAGNOSTICS	4333 EASTON AVENUE	SUITE A	BETHLEHEM	PA	18020
39D1074950	1205026002	8,528	292	8,820	PENNSYLVANIA SPECIALTY PATHOLOGY LLC	2301 HARRISBURG PIKE	SUITE 201	LANCASTER	PA	176012415	PENNSYLVANIA SPECIALTY PATHOLOGY LLC	"2301 HARRISBURG PIKE, SUITE 201"		LANCASTER	PA	17601
39D1088333	NA		125	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D1089277	NA		212	212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D1090331	NA		7	7	NA	NA	NA	NA	NA	NA	ROSETTA GENOMICS	3711 MARKET STREET	SUITE 740	PHILADELPHIA	PA	19104
39D1092722	NA		91	91	NA	NA	NA	NA	NA	NA	CENTER FOR DERMATOPATHOLOGY PC	101 CHESLEY DRIVE SUITE 201		MEDIA	PA	19063
39D1092994	1023243391	358	1,859	2,217	PRIMEMED, P.C.	100 ABINGTON EXECUTIVE PARK	SUITE C	CLARKS SUMMIT	PA	184112258	GEISINGER-VIEWMONT MEDICAL LABS	100 ABINGTON EXECUTIVE PARK	SUITE C	CLARKS SUMMIT	PA	18411
39D1094931	NA		9	9	NA	NA	NA	NA	NA	NA	PENNJE LABORATORY SERVICES LLC	2591 BAGLYOS CIRCLE SUITE C48		BETHLEHEM	PA	18020
39D1099562	NA		2,269	2,269	NA	NA	NA	NA	NA	NA	GENESIS DIAGNOSTICS	900 TOWNE CENTER DRIVE	SUITE H-50	LANGHORNE	PA	19047
39D1102884	1316172315	152	17	169	ADVANCED LABORATORY SERVICES, INC.	501 ELMWOOD AVE		SHARON HILL	PA	190791014	"ADVANCED LABORATORY SERVICES, INC"	501 ELMWOOD AVENUE		SHARON HILL	PA	19079
39D2001706	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D2008853	NA		63	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D2010034	NA		160	160	NA	NA	NA	NA	NA	NA	"STEELFUSION CLINCIAL TOXICOLOGY LABORATORY, LLC"	475 WILLOW CROSSING ROAD		GREENSBURG	PA	15601
39D2021686	1851680656	6	170	176	PERLL DIAGNOSTICS INC	5010 RITTER RD	SUITE 104	MECHANICSBURG	PA	170554828	PERLL DIAGNOSTICS INC	5010 RITTER ROAD	SUITE 104	MECHANICSBURG	PA	17055
39D2027442	NA		6	6	NA	NA	NA	NA	NA	NA	"DERMATOLOGY & SKIN SURGERY CENTER, PC"	531 WEST GERMANTOWN PIKE	SUITE 203	PLYMOUTH MEETING	PA	19462
39D2052285	1306283999	12	9	21	SALADAX BIOMEDICAL INC.	116 RESEARCH DR		BETHLEHEM	PA	180154731	"SALADAX BIOMEDICAL, INC"	116 RESEARCH DRIVE		BETHLEHEM	PA	18015
39D2053269	1710253596	1,436	18	1,454	PACIFIC EDGE DIAGNOSTICS USA LTD.	1214 RESEARCH BLVD	SUITE 2000	HUMMELSTOWN	PA	170369196	PACIFIC EDGE DIAGNOSTICS USA LTD	"1214 RESEARCH BLVD, SUITE 2000"		HUMMELSTOWN	PA	17036
39D2059110	NA		15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39D2066191	1548688849	263	18	281	DRUGSCAN, INC.	2618 SIGSBEE ST		ERIE	PA	165081721	DRUGSCAN ERIE SATELLITE LAB	2618 SIGSBEE STREET		ERIE	PA	16508
39D2071808	NA		46	46	NA	NA	NA	NA	NA	NA	"FREEDOM PATHOLOGY PARTNERS, LLC"	"619 EAST HECTOR STREET, SUITE 1"		CONSHOHOCKEN	PA	19428
39D2080648	1265846695	31	16	47	LEHIGH VALLEY TOXICOLOGY LLC	3864 COURTNEY ST	SUITE 150	BETHLEHEM	PA	180178987	"LEHIGH VALLEY TOXICOLOGY, LLC"	"3864 COURTNEY STREET, SUITE 150"		BETHLEHEM	PA	18017
39D2081220	NA		5	5	NA	NA	NA	NA	NA	NA	ALLEGHENY CLINIC	12311 PERRY HWY		WEXFORD	PA	15090
40D0000265	NA		27	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0000744	NA		1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0657976	NA		2	2	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ADJUNTAS	SAN JOAQUIN # 33		ADJUNTAS	PR	601
40D0657978	NA		7	7	NA	NA	NA	NA	NA	NA	LAB CLINICO BACTERIOLOGICO BORINQUEN	45 AVE SEVERIANO CUEVAS		AGUADILLA	PR	605
40D0657985	NA		27	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0657986	NA		3	3	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ROLMAR-RIVERA INC	113 ROMAN FLORES		AIBONITO	PR	705
40D0657987	NA		9	9	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ANASCO	CALLE 65 ING #43		ANASCO	PR	610
40D0657994	NA		125	125	NA	NA	NA	NA	NA	NA	LAB CLINICO TOLEDO	CALLE PALMA 51		ARECIBO	PR	612
40D0657995	NA		51	51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658002	NA		10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658003	NA		8	8	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO LUGO	BARCELO NUM 10 SUITE 101		BARRANQUITAS	PR	794
40D0658012	NA		45	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658017	NA		34	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658019	NA		4	4	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO GALERIA SANTA CRUZ	ST CRUZ ST B6 URB SANTA CRUZ		BAYAMON	PR	956
40D0658020	1013185495	172	27	199	ANGELA E FUMERO PANETO	49 CALLE MUNOZ RIVERA		YAUCO	PR	006983233	LABORATORIO CLINICO SAINT JOSEPH	AVE TENIENTE MARTINEZ N-59	ALTURAS DE FLAMBOYAN	BAYAMON	PR	959
40D0658022	NA		75	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658023	NA		9	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658024	NA		37	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658031	NA		8	8	NA	NA	NA	NA	NA	NA	"LABORATORIO CLINICO BOQUERON, INC"	MUNOZ RIVERA #63		BOQUERON	PR	622
40D0658032	NA		45	45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658033	NA		8	8	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO BETHANIA	61 CALLE CARBONELL		CABO ROJO	PR	623
40D0658037	NA		820	820	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO BORINQUEN	CALLE DR GOYCO ESQ BALDORIOTY		CAGUAS	PR	725
40D0658039	NA		1	1	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO TURABO	B 17 VILLA DEL CARMEN		CAGUAS	PR	726
40D0658040	NA		11	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658041	NA		582	582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658042	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658051	NA		15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658055	NA		209	209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658056	NA		25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658062	NA		3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658065	1932248747	2,160	3	2,163	LABORATORIO CLINICO DEFILLO DE FRANCESCHINI	147 CALLE LUIS MUNOZ RIVERA		GUAYANILLA	PR	006561814	LAB CLINICO DEFILLO FRANCESCHI	CALLE LUIS MUNOZ RIVERA #147		GUAYANILLA	PR	656
40D0658069	NA		12	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658070	NA		28	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658071	NA		12	12	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO SORAM	1 MARIO BRASCHI		COAMO	PR	769
40D0658072	NA		23	23	NA	NA	NA	NA	NA	NA	LAB CLINICO SABANA DEL PALMAR	CALLE GEORGETTI #81 COMERIO		COMERIO	PR	782
40D0658073	NA		52	52	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO COROZAL INC	16 GANDARA ST		COROZAL	PR	783
40D0658074	NA		21	21	NA	NA	NA	NA	NA	NA	LAB CLINICO RODRIGUEZ INC	CALLE NUEVA #2		COROZAL	PR	783
40D0658076	NA		7	7	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO JAYUYA	CALLE FIGUERAS #5 BOX 549		JAYUYA	PR	664
40D0658077	NA		14	14	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO DORADO	ELISA VALLE DE ALEGRIA ST 109		DORADO	PR	646
40D0658083	NA		85	85	NA	NA	NA	NA	NA	NA	LAB CLINICO Y DE REFERENCIA DEL ESTE	303 GENERAL VALERO AVENUE		FAJARDO	PR	738
40D0658085	NA		5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658091	NA		14	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658093	NA		50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658094	NA		16	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658097	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658098	NA		1	1	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO PLAZA REAL	"PLAZA REAL SHOPPING CENTER, AVE ALBALOTE 1"	SUITE 302	GUAYNABO	PR	971
40D0658099	NA		7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658100	NA		9	9	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO DEL PUEBLO	CALLE CARAZO 96		GUAYNABO	PR	969
40D0658101	NA		13	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658102	NA		3	3	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO CAMPO ALEGRE	CARR 130 MK 11 4 BO CAMPO ALEGRE		HATILLO	PR	659
40D0658103	NA		4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658113	NA		11	11	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ROXEL INC	104 EAST FONT MARTELLO STREET		HUMACAO	PR	791
40D0658114	NA		61	61	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO-PATOLOGICO SEVILLA	MUNOZ MARIN #100 AVE ESQUINA CASILLAS		HUMACAO	PR	791
40D0658115	NA		95	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658116	NA		7	7	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO SAN RAFAEL 2000	113 EMILIO GONZALEZ ST		ISABELA	PR	662
40D0658117	NA		1	1	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO TAVAREZ	CALLE JUAN HERNANDEZ ST 7 APT 956		ISABELA	PR	662
40D0658120	NA		10	10	NA	NA	NA	NA	NA	NA	"LABORATORIO MEDICO  e INDUSTRIAL DEL SUR, CORP"	5 MARIO BRASCHI ST		JUANA DIAZ	PR	795
40D0658121	NA		34	34	NA	NA	NA	NA	NA	NA	LAB CLINICO VILLA ANA	CARR 189 KM 12-7 CENTRO COMERCIAL	VILLA ANA	JUNCOS	PR	777
40D0658123	NA		6	6	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO UNIVERSAL	CALLE MUNOZ RIVERA 56 SUITE 1		JUNCOS	PR	777
40D0658124	NA		4	4	NA	NA	NA	NA	NA	NA	"LAB CLINICO JUNCOS, INC"	TEODOMIRO DELFAUS #14		JUNCOS	PR	777
40D0658125	NA		59	59	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO RODRIGUEZ	CALLE JOSE C BARBOSA NUM 100		LAS PIEDRAS	PR	771
40D0658131	NA		12	12	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO SAN JOSE	"URBANIZACION SAN SALVADOR, MARGINAL A-7"		MANATI	PR	674
40D0658133	NA		2	2	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO COLON	CALLE ANTONIO R BARCELO #21		MAUNABO	PR	707
40D0658143	NA		17	17	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO GAUDIER	DE DIEGO #3 ESTE		MAYAGUEZ	PR	680
40D0658154	1932130515	433	38	471	LABORATORIO CLINICO MEDINA INC.	CALLE JUAN R. GARZOT	#43	NAGUABO	PR	00718	LABORATORIO CLINICO MEDINA INC	CALLE JUAN R GARZOT #43 PO		NAGUABO	PR	718
40D0658157	NA		25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658158	NA		26	26	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ISLA CENTRO - CEDRO ARRIBA	CARR 803 INTERS 152 BO CEDRO ARRIBA		NARANJITO	PR	719
40D0658159	NA		3	3	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO ISLA CENTRO - NARANJITO	"CALLE IGNACIO MORALES ACOSTA #43, PRIMER PISO"		NARANJITO	PR	719
40D0658160	NA		27	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658161	NA		7	7	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO MERCADO INC	CALE RAMOS ANTONINI #2		OROCOVIS	PR	720
40D0658162	NA		13	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658174	NA		34	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658176	NA		1	1	NA	NA	NA	NA	NA	NA	PATH LAB INC	8169 CONCORDIA STREET SUITE 305	COND SAN VICENTE	PONCE	PR	717
40D0658178	NA		100	100	NA	NA	NA	NA	NA	NA	LABORATORIO RAMIREZ INC	8133 CALLE CONCORDIA SUITE 101		PONCE	PR	717
40D0658179	NA		2	2	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO AMUNDARAY	8155 CONCORDIA SUITE 101		PONCE	PR	717
40D0658180	1700106291	40	4	44	CONSEJO DE SALUD DE PR	1034 AVE HOSTOS		PONCE	PR	007161115	CONSEJO DE SALUD DE PUERTO RICO INC	1034 HOSTOS AVENUE		PONCE	PR	716
40D0658181	NA		36	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658183	1306928684	2	11	13	LABORATORIO CLINICO RODRIGUEZ STELLA INC	2610 MAYOR STREET	SUITE 2	PONCE	PR	007172074	LABORATORIO CLINICO RODRIGUEZ	2610 MAYOR STREET		PONCE	PR	717
40D0658184	NA		18	18	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO WILLIAMS	1128 MUNOZ RIVERA REPARTO UNIVERSIDAD	REPARTO UNIVERSIDAD	PONCE	PR	731
40D0658186	NA		15	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658189	NA		22	22	NA	NA	NA	NA	NA	NA	PONCE CLINICAL LABORATORY INC	609 AVE TITO CASTRO STE 101		PONCE	PR	716
40D0658200	NA		21	21	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO SALINAS	59 BALDORIOTY ST		SALINAS	PR	751
40D0658205	NA		4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658206	NA		3	3	NA	NA	NA	NA	NA	NA	LABORATORIO CLINICO LICER	MUNOZ RIVERA NO 5		SAN LORENZO	PR	754
40D0658211	NA		5	5	NA	NA	NA	NA	NA	NA	LAB CLINICO BACTERIOLOGICO MARTINEZ	21 SEVERO ARANA ST SUITE 1		SAN SEBASTIAN	PR	685
40D0658213	NA		2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40D0658221	NA		13	13	NA	NA	NA	NA	NA	NA	LAB CLINICO Y BACTERIOLOGICO SANTIAGO	83 DR CUETO SUITE 3		UTUADO	PR	641
