CLIA	NPI	NPI_CLM_CNT	CLIA_CLM_CNT	TOTAL_CLM_CNT	NPI_FAC_NAME	NPI_CITY	NPI_STATE	CLIA_FAC_NAME	CLIA_CITY	CLIA_STATE
39D0175575	NA		1	1	NA	NA	NA	ALLEGHENY VALLEY HOSPITAL LABORATORY	NATRONA HEIGHTS	PA
39D0176771	1407996978	684	885	1,569	OLIVER W. CAMINOS	MONROEVILLE	PA	MED HEALTH SERVICES	MONROEVILLE	PA
39D0176771	1760521611	197	885	1,082	MED HEALTH SERVICES MANAGEMENT, LP	MONROEVILLE	PA	MED HEALTH SERVICES	MONROEVILLE	PA
39D0177150	NA		479	479	NA	NA	NA	NA	NA	NA
39D0177186	1326206228	5,498	7	5,505	PRIMARY CARE HEALTH SERVICES INC	PITTSBURGH	PA	PRIMARY CARE HEALTH SERVICES INC	PITTSBURGH	PA
39D0178728	NA		1	1	NA	NA	NA	NA	NA	NA
39D0179162	NA		241	241	NA	NA	NA	NA	NA	NA
39D0179672	1073587119	2	1	3	ST CLAIR MEMORIAL HOSPITAL	PITTSBURGH	PA	ST CLAIR MEMORIAL HOSPITAL	PITTSBURGH	PA
39D0182143	NA		126	126	NA	NA	NA	SLATER LABORATORIES INC	JOHNSTOWN	PA
39D0183563	NA		1	1	NA	NA	NA	MEADVILLE MEDICAL CENTER	MEADVILLE	PA
39D0183896	NA		8,838	8,838	NA	NA	NA	NA	NA	NA
39D0184376	1861435042	1	2	3	SAINT VINCENT HEALTH CENTER	ERIE	PA	SAINT VINCENT HEALTH CENTER LAB SVC	ERIE	PA
39D0184566	NA		3	3	NA	NA	NA	BLAIR MEDICAL ASSOCIATES	ALTOONA	PA
39D0184721	NA		15	15	NA	NA	NA	NA	NA	NA
39D0185014	NA		627	627	NA	NA	NA	NA	NA	NA
39D0185196	NA		381	381	NA	NA	NA	NA	NA	NA
39D0185334	NA		337	337	NA	NA	NA	NA	NA	NA
39D0189128	NA		1	1	NA	NA	NA	SUNBURY COMMUNITY HOSPITAL	SUNBURY	PA
39D0189233	NA		6	6	NA	NA	NA	NA	NA	NA
39D0189568	NA		163	163	NA	NA	NA	NA	NA	NA
39D0191390	1063433001	4	1,539	1,543	NORTHEASTERN LABORATORY MEDICINE, INC.	HAZLETON	PA	NORTHEASTERN LABORATORY MEDICINE INC	HAZLETON	PA
39D0192072	1124026182	108	19	127	WAYNE MEMORIAL HOSPITAL	HONESDALE	PA	WAYNE MEMORIAL HOSPITAL	HONESDALE	PA
39D0192144	NA		19	19	NA	NA	NA	MID-VALLEY HOSPITAL	PECKVILLE	PA
39D0192327	NA		249	249	NA	NA	NA	NA	NA	NA
39D0192513	NA		1	1	NA	NA	NA	MOSES TAYLOR HOSPITAL LABORATORY	SCRANTON	PA
39D0192921	NA		147	147	NA	NA	NA	NA	NA	NA
39D0193451	NA		7,223	7,223	NA	NA	NA	NA	NA	NA
39D0193493	1457403750	2,458	111	2,569	PHYSICIANCARE PC	TOWANDA	PA	PHYSICIAN CARE PC	TOWANDA	PA
39D0193493	1083765739	1	111	112	PHYSICIANCARE PC	TOWANDA	PA	PHYSICIAN CARE PC	TOWANDA	PA
39D0194069	1568459287	1	2	3	GRAND VIEW HOSPITAL	SELLERSVILLE	PA	GRAND VIEW HOSPITAL CLINICAL LABS	SELLERSVILLE	PA
39D0195204	NA		13	13	NA	NA	NA	MAIN LINE HEALTH LAB-BRYN MAWR	BRYN MAWR	PA
39D0195442	NA		7,156	7,156	NA	NA	NA	NA	NA	NA
39D0195602	1346291986	3	327	330	PARKWAY CLINICAL LABORATORIES, INC.	BENSALEM	PA	PARKWAY CLINICAL LABORATORIES	BENSALEM	PA
39D0196491	NA		8	8	NA	NA	NA	C & P TESTING	SOUTHAMPTON	PA
39D0196567	NA		1	1	NA	NA	NA	ST MARY MEDICAL CENTER - PATH LAB	LANGHORNE	PA
39D0197898	1922177732	8,017	545	8,562	NATIONAL MEDICAL SERVICES INC	WILLOW GROVE	PA	NATIONAL MEDICAL SERVICES INC	WILLOW GROVE	PA
39D0202954	NA		9	9	NA	NA	NA	BRANDYWINE HOSPITAL	COATESVILLE	PA
39D0204372	NA		1	1	NA	NA	NA	PHOENIXVILLE HOSPITAL LABORATORY	PHOENIXVILLE	PA
39D0204404	1891981742	3,951	55,122	59,073	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	HORSHAM	PA	QUEST DIAGNOSTICS CLINICAL LABS INC	HORSHAM	PA
39D0204404	1205872041	29,347	55,122	84,469	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	HORSHAM	PA	QUEST DIAGNOSTICS CLINICAL LABS INC	HORSHAM	PA
39D0205253	1740208792	367	2,144	2,511	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	WYOMISSING	PA	QUEST DIAGNOSTICS	WYOMISSING	PA
39D0656968	NA		22	22	NA	NA	NA	NA	NA	NA
39D0656976	1811036833	8,186	15,648	23,834	QUEST DIAGNOSTICS INCORPORATED	PITTSBURGH	PA	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA
39D0656976	1619040284	1,634	15,648	17,282	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA
39D0656976	1578520946	28	15,648	15,676	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA
39D0656976	1841236684	2,714	15,648	18,362	QUEST DIAGNOSTICS OF PENNSYLVANIA, INC.	PITTSBURGH	PA	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA
39D0656992	1073813846	1,115	33	1,148	ALLEGHENY CLINIC	PITTSBURGH	PA	SUBURBAN CLINICAL LABORATORY	PITTSBURGH	PA
39D0657041	NA		3	3	NA	NA	NA	LDS MEDICAL LABORATORY	PITTSBURGH	PA
39D0657071	1811978166	21,630	295	21,925	CENTERVILLE CLINICS, INC.	FREDERICKTOWN	PA	CENTERVILLE CLINICS INC LAB	FREDERICKTOWN	PA
39D0657071	1801877048	1	295	296	CENTERVILLE CLINICS, INC.	FREDERICKTOWN	PA	CENTERVILLE CLINICS INC LAB	FREDERICKTOWN	PA
39D0657079	NA		19	19	NA	NA	NA	NA	NA	NA
39D0657188	NA		2	2	NA	NA	NA	GROVE CITY MEDICAL CENTER	GROVE CITY	PA
39D0657263	NA		142	142	NA	NA	NA	NA	NA	NA
39D0657279	NA		333	333	NA	NA	NA	GEISINGER CLINIC DBA GEISINGER MEDICAL	PHILIPSBURG	PA
39D0657311	1417009291	1,005	867	1,872	LEBANON INTERNAL MEDICINE ASSOCIATES PC	LEBANON	PA	LEBANON INTERNAL MEDICINE ASSOCIATES	LEBANON	PA
39D0657320	NA		592	592	NA	NA	NA	GEISINGER CLINIC DBA GEISINGER MEDICAL	LEWISTOWN	PA
39D0657398	1770539637	79	59	138	LANCASTER HMA LLC	LITITZ	PA	HEART OF LANCASTER REGIONAL MEDICAL CENTER	LITITZ	PA
39D0657424	1033322466	5,296	2,829	8,125	FAMILY PRACTICE CENTER, PC	MIDDLEBURG	PA	FAMILY PRACTICE CENTER DIAGNOSTIC CNTR	MIDDLEBURG	PA
39D0657576	NA		120	120	NA	NA	NA	PITTSTON MEDICAL ASSOCIATES LAB	PITTSTON	PA
39D0657582	1891787800	36	4	40	ANGELINE ELIZABETH KIRBY MEMORIAL HEALTH CENTER	WILKES BARRE	PA	ANGELINE KIRBY MEMORIAL HEALTH CENTER	WILKES BARRE	PA
39D0657655	1649418351	1,248	1,544	2,792	DRUGSCAN, INC.	HORSHAM	PA	DRUGSCAN INC	HORSHAM	PA
39D0657739	NA		2	2	NA	NA	NA	NA	NA	NA
39D0657854	1689688798	4,285	222	4,507	PHILA HEALTH DEPT. LABORATORY	PHILA	PA	PUBLIC HEALTH LAB CITY OF PHILADELPHIA	PHILADELPHIA	PA
39D0662635	NA		1	1	NA	NA	NA	GUTHRIE MEDICAL GROUP - TOWANDA	TOWANDA	PA
39D0667119	1700877701	832	14	846	ITXM DIAGNOSTICS INC	PITTSBURGH	PA	ITXM DIAGNOSTICS INC	PITTSBURGH	PA
39D0669495	NA		8	8	NA	NA	NA	ST JOSEPH QUALITY MEDICAL LABORATORY	READING	PA
39D0691618	NA		18	18	NA	NA	NA	BRADFORD REGIONAL MEDICAL CENTER	BRADFORD	PA
39D0694814	1487610804	17,803	538	18,341	PENNSYLVANIA AUTOMATED SERVICES, INC	JEANNETTE	PA	PENNSYLVANIA AUTOMATED SERVICES	JEANNETTE	PA
39D0698461	1538131362	40,471	3,562	44,033	INSTITUTE FOR DERMATOPATHOLOGY, INC.	NEWTOWN SQUARE	PA	INSTITUTE FOR DERMATOPATHOLOGY PC	NEWTOWN SQUARE	PA
39D0701243	1891748877	3,109	23	3,132	VALLEY GASTROENTEROLOGY ASSOCIATES	BEAVER FALLS	PA	VALLEY GASTROENTEROLOGY ASSOC	BEAVER FALLS	PA
39D0703470	1467436188	3	185	188	RABKIN DERMATOPATHOLOGY LABORATORY, P.C.	TARENTUM	PA	RABKIN DERMATOPATHOLOGY LABORATORY PC	TARENTUM	PA
39D0715039	1982872180	3	12	15	CHERRY TREE MEDICAL ASSOCIATES INC	UNIONTOWN	PA	CHERRY TREE MEDICAL ASSOCIATES INC	UNIONTOWN	PA
39D0715039	1578576559	12	12	24	CHERRY TREE MEDICAL ASSOCIATES INC	UNIONTOWN	PA	CHERRY TREE MEDICAL ASSOCIATES INC	UNIONTOWN	PA
39D0721755	1093870255	9	92	101	SKIPPACK CLINICAL LAB	SKIPPACK	PA	SKIPPACK MEDICAL LAB	SKIPPACK	PA
39D0856904	NA		1,213	1,213	NA	NA	NA	NA	NA	NA
39D0858855	NA		2	2	NA	NA	NA	NA	NA	NA
39D0859136	NA		1	1	NA	NA	NA	NA	NA	NA
39D0903558	1891981742	3,951	1,532	5,483	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	HORSHAM	PA	QUEST DIAGNOSTICS CLINICAL LABS INC	HORSHAM	PA
39D0903558	1205872041	29,347	1,532	30,879	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	HORSHAM	PA	QUEST DIAGNOSTICS CLINICAL LABS INC	HORSHAM	PA
39D0911193	NA		3	3	NA	NA	NA	NA	NA	NA
39D0914551	1851347884	1,302	88	1,390	HELOMICS CORPORATION	PITTSBURGH	PA	HELOMICS CORPORATION	PITTSBURGH	PA
39D0919598	1548280852	8,681	14,425	23,106	HEALTH NETWORK LABORATORIES LIMITED	ALLENTOWN	PA	HEALTH NETWORK LABORATORIES	ALLENTOWN	PA
39D0927666	1881841120	43	3,467	3,510	ATLANTIC DIAGNOSTIC LABORATORIES, LLC.	BENSALEM	PA	ATLANTIC DIAGNOSTIC LABORATORIES LLC	BENSALEM	PA
39D0930215	NA		38	38	NA	NA	NA	PHILADELPHIA DERMATOLOGY ASSOCIATES PC	PHILADELPHIA	PA
39D0938116	1841236684	2,714	8,900	11,614	QUEST DIAGNOSTICS OF PENNSYLVANIA, INC.	PITTSBURGH	PA	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA
39D0938116	1811036833	8,186	8,900	17,086	QUEST DIAGNOSTICS INCORPORATED	PITTSBURGH	PA	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA
39D0938116	1578520946	28	8,900	8,928	QUEST DIAGNOSTICS OF PENNSYLVANIA INC	PITTSBURGH	PA	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA
39D0938116	1619040284	1,634	8,900	10,534	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA	QUEST DIAGNOSTICS VENTURE LLC	PITTSBURGH	PA
39D0943233	NA		3	3	NA	NA	NA	INTERNAL MEDICINE ASSOCIATES PC	WEST GROVE	PA
39D0966392	NA		25	25	NA	NA	NA	NA	NA	NA
39D0972528	NA		157	157	NA	NA	NA	KEYSTONE MEDICAL LABORATORIES	DUNMORE	PA
39D0977257	NA		87	87	NA	NA	NA	DERMATOLOGY & SKIN SURGERY CENTER	EXTON	PA
39D0987158	1043271539	3,801	3,853	7,654	SMA MEDICAL, INC.	FEASTERVILLE	PA	SMA MEDICAL LABORATORIES	FEASTERVILLE	PA
39D1010087	NA		203	203	NA	NA	NA	DREXEL DERMATOLOGY	PHILADELPHIA	PA
39D1023963	1881891711	11,618	1,348	12,966	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	NORRISTOWN	PA	QUEST DIAGNOSTICS INCORPORATED	NORRISTOWN	PA
39D1024654	1609826304	2,464	80	2,544	INTERPACE DIAGNOSTICS CORPORATION	PITTSBURGH	PA	INTERPACE DIAGNOSTICS CORPORATION	PITTSBURGH	PA
39D1031713	1730339615	30	21	51	GENESIS MEDICAL ASSOCIATES, INC.	PITTSBURGH	PA	GENESIS MEDICAL LABORATORY	PITTSBURGH	PA
39D1041216	NA		363	363	NA	NA	NA	BALDASSANO DERMATOPATHOLOGY PC	BLUE BELL	PA
39D1041805	NA		4	4	NA	NA	NA	NA	NA	NA
39D1050819	NA		219	219	NA	NA	NA	CLIN MICRO IMMUNOLOGY CENTER	CLARKS SUMMIT	PA
39D1055009	1063556017	6,903	379	7,282	LABORATORY CORPORATION OF AMERICA HOLDINGS	MC KEES ROCKS	PA	LABORATORY CORPORATION OF AMERICA HOL	MCKEES ROCKS	PA
39D1056834	1154625648	105	257	362	LABORATORY CORPORATION OF AMERICA HOLDINGS	LANGHORNE	PA	LABORATORY CORP OF AMERICA HOLDINGS	LANGHORNE	PA
39D1065666	1306050174	37	425	462	QUEST DIAGNOSTICS CLINICAL LABORATORIES INC	BETHLEHEM	PA	QUEST DIAGNOSTICS	BETHLEHEM	PA
39D1074950	1205026002	8,528	292	8,820	PENNSYLVANIA SPECIALTY PATHOLOGY LLC	LANCASTER	PA	PENNSYLVANIA SPECIALTY PATHOLOGY LLC	LANCASTER	PA
39D1088333	NA		125	125	NA	NA	NA	NA	NA	NA
39D1089277	NA		212	212	NA	NA	NA	NA	NA	NA
39D1090331	NA		7	7	NA	NA	NA	ROSETTA GENOMICS	PHILADELPHIA	PA
39D1092722	NA		91	91	NA	NA	NA	CENTER FOR DERMATOPATHOLOGY PC	MEDIA	PA
39D1092994	1023243391	358	1,859	2,217	PRIMEMED, P.C.	CLARKS SUMMIT	PA	GEISINGER-VIEWMONT MEDICAL LABS	CLARKS SUMMIT	PA
39D1094931	NA		9	9	NA	NA	NA	PENNJE LABORATORY SERVICES LLC	BETHLEHEM	PA
39D1099562	NA		2,269	2,269	NA	NA	NA	GENESIS DIAGNOSTICS	LANGHORNE	PA
39D1102884	1316172315	152	17	169	ADVANCED LABORATORY SERVICES, INC.	SHARON HILL	PA	"ADVANCED LABORATORY SERVICES, INC"	SHARON HILL	PA
39D2001706	NA		2	2	NA	NA	NA	NA	NA	NA
39D2008853	NA		63	63	NA	NA	NA	NA	NA	NA
39D2010034	NA		160	160	NA	NA	NA	"STEELFUSION CLINCIAL TOXICOLOGY LABORATORY, LLC"	GREENSBURG	PA
39D2021686	1851680656	6	170	176	PERLL DIAGNOSTICS INC	MECHANICSBURG	PA	PERLL DIAGNOSTICS INC	MECHANICSBURG	PA
39D2027442	NA		6	6	NA	NA	NA	"DERMATOLOGY & SKIN SURGERY CENTER, PC"	PLYMOUTH MEETING	PA
39D2052285	1306283999	12	9	21	SALADAX BIOMEDICAL INC.	BETHLEHEM	PA	"SALADAX BIOMEDICAL, INC"	BETHLEHEM	PA
39D2053269	1710253596	1,436	18	1,454	PACIFIC EDGE DIAGNOSTICS USA LTD.	HUMMELSTOWN	PA	PACIFIC EDGE DIAGNOSTICS USA LTD	HUMMELSTOWN	PA
39D2059110	NA		15	15	NA	NA	NA	NA	NA	NA
39D2066191	1548688849	263	18	281	DRUGSCAN, INC.	ERIE	PA	DRUGSCAN ERIE SATELLITE LAB	ERIE	PA
39D2071808	NA		46	46	NA	NA	NA	"FREEDOM PATHOLOGY PARTNERS, LLC"	CONSHOHOCKEN	PA
39D2080648	1265846695	31	16	47	LEHIGH VALLEY TOXICOLOGY LLC	BETHLEHEM	PA	"LEHIGH VALLEY TOXICOLOGY, LLC"	BETHLEHEM	PA
39D2081220	NA		5	5	NA	NA	NA	ALLEGHENY CLINIC	WEXFORD	PA
40D0000265	NA		27	27	NA	NA	NA	NA	NA	NA
40D0000744	NA		1	1	NA	NA	NA	NA	NA	NA
40D0657976	NA		2	2	NA	NA	NA	LABORATORIO CLINICO ADJUNTAS	ADJUNTAS	PR
40D0657978	NA		7	7	NA	NA	NA	LAB CLINICO BACTERIOLOGICO BORINQUEN	AGUADILLA	PR
40D0657985	NA		27	27	NA	NA	NA	NA	NA	NA
40D0657986	NA		3	3	NA	NA	NA	LABORATORIO CLINICO ROLMAR-RIVERA INC	AIBONITO	PR
40D0657987	NA		9	9	NA	NA	NA	LABORATORIO CLINICO ANASCO	ANASCO	PR
40D0657994	NA		125	125	NA	NA	NA	LAB CLINICO TOLEDO	ARECIBO	PR
40D0657995	NA		51	51	NA	NA	NA	NA	NA	NA
40D0658002	NA		10	10	NA	NA	NA	NA	NA	NA
40D0658003	NA		8	8	NA	NA	NA	LABORATORIO CLINICO LUGO	BARRANQUITAS	PR
40D0658012	NA		45	45	NA	NA	NA	NA	NA	NA
40D0658017	NA		34	34	NA	NA	NA	NA	NA	NA
40D0658019	NA		4	4	NA	NA	NA	LABORATORIO CLINICO GALERIA SANTA CRUZ	BAYAMON	PR
40D0658020	1013185495	172	27	199	ANGELA E FUMERO PANETO	YAUCO	PR	LABORATORIO CLINICO SAINT JOSEPH	BAYAMON	PR
40D0658022	NA		75	75	NA	NA	NA	NA	NA	NA
40D0658023	NA		9	9	NA	NA	NA	NA	NA	NA
40D0658024	NA		37	37	NA	NA	NA	NA	NA	NA
40D0658031	NA		8	8	NA	NA	NA	"LABORATORIO CLINICO BOQUERON, INC"	BOQUERON	PR
40D0658032	NA		45	45	NA	NA	NA	NA	NA	NA
40D0658033	NA		8	8	NA	NA	NA	LABORATORIO CLINICO BETHANIA	CABO ROJO	PR
40D0658037	NA		820	820	NA	NA	NA	LABORATORIO CLINICO BORINQUEN	CAGUAS	PR
40D0658039	NA		1	1	NA	NA	NA	LABORATORIO CLINICO TURABO	CAGUAS	PR
40D0658040	NA		11	11	NA	NA	NA	NA	NA	NA
40D0658041	NA		582	582	NA	NA	NA	NA	NA	NA
40D0658042	NA		2	2	NA	NA	NA	NA	NA	NA
40D0658051	NA		15	15	NA	NA	NA	NA	NA	NA
40D0658055	NA		209	209	NA	NA	NA	NA	NA	NA
40D0658056	NA		25	25	NA	NA	NA	NA	NA	NA
40D0658062	NA		3	3	NA	NA	NA	NA	NA	NA
40D0658065	1932248747	2,160	3	2,163	LABORATORIO CLINICO DEFILLO DE FRANCESCHINI	GUAYANILLA	PR	LAB CLINICO DEFILLO FRANCESCHI	GUAYANILLA	PR
40D0658069	NA		12	12	NA	NA	NA	NA	NA	NA
40D0658070	NA		28	28	NA	NA	NA	NA	NA	NA
40D0658071	NA		12	12	NA	NA	NA	LABORATORIO CLINICO SORAM	COAMO	PR
40D0658072	NA		23	23	NA	NA	NA	LAB CLINICO SABANA DEL PALMAR	COMERIO	PR
40D0658073	NA		52	52	NA	NA	NA	LABORATORIO CLINICO COROZAL INC	COROZAL	PR
40D0658074	NA		21	21	NA	NA	NA	LAB CLINICO RODRIGUEZ INC	COROZAL	PR
40D0658076	NA		7	7	NA	NA	NA	LABORATORIO CLINICO JAYUYA	JAYUYA	PR
40D0658077	NA		14	14	NA	NA	NA	LABORATORIO CLINICO DORADO	DORADO	PR
40D0658083	NA		85	85	NA	NA	NA	LAB CLINICO Y DE REFERENCIA DEL ESTE	FAJARDO	PR
40D0658085	NA		5	5	NA	NA	NA	NA	NA	NA
40D0658091	NA		14	14	NA	NA	NA	NA	NA	NA
40D0658093	NA		50	50	NA	NA	NA	NA	NA	NA
40D0658094	NA		16	16	NA	NA	NA	NA	NA	NA
40D0658097	NA		2	2	NA	NA	NA	NA	NA	NA
40D0658098	NA		1	1	NA	NA	NA	LABORATORIO CLINICO PLAZA REAL	GUAYNABO	PR
40D0658099	NA		7	7	NA	NA	NA	NA	NA	NA
40D0658100	NA		9	9	NA	NA	NA	LABORATORIO CLINICO DEL PUEBLO	GUAYNABO	PR
40D0658101	NA		13	13	NA	NA	NA	NA	NA	NA
40D0658102	NA		3	3	NA	NA	NA	LABORATORIO CLINICO CAMPO ALEGRE	HATILLO	PR
40D0658103	NA		4	4	NA	NA	NA	NA	NA	NA
40D0658113	NA		11	11	NA	NA	NA	LABORATORIO CLINICO ROXEL INC	HUMACAO	PR
40D0658114	NA		61	61	NA	NA	NA	LABORATORIO CLINICO-PATOLOGICO SEVILLA	HUMACAO	PR
40D0658115	NA		95	95	NA	NA	NA	NA	NA	NA
40D0658116	NA		7	7	NA	NA	NA	LABORATORIO CLINICO SAN RAFAEL 2000	ISABELA	PR
40D0658117	NA		1	1	NA	NA	NA	LABORATORIO CLINICO TAVAREZ	ISABELA	PR
40D0658120	NA		10	10	NA	NA	NA	"LABORATORIO MEDICO  e INDUSTRIAL DEL SUR, CORP"	JUANA DIAZ	PR
40D0658121	NA		34	34	NA	NA	NA	LAB CLINICO VILLA ANA	JUNCOS	PR
40D0658123	NA		6	6	NA	NA	NA	LABORATORIO CLINICO UNIVERSAL	JUNCOS	PR
40D0658124	NA		4	4	NA	NA	NA	"LAB CLINICO JUNCOS, INC"	JUNCOS	PR
40D0658125	NA		59	59	NA	NA	NA	LABORATORIO CLINICO RODRIGUEZ	LAS PIEDRAS	PR
40D0658131	NA		12	12	NA	NA	NA	LABORATORIO CLINICO SAN JOSE	MANATI	PR
40D0658133	NA		2	2	NA	NA	NA	LABORATORIO CLINICO COLON	MAUNABO	PR
40D0658143	NA		17	17	NA	NA	NA	LABORATORIO CLINICO GAUDIER	MAYAGUEZ	PR
40D0658154	1932130515	433	38	471	LABORATORIO CLINICO MEDINA INC.	NAGUABO	PR	LABORATORIO CLINICO MEDINA INC	NAGUABO	PR
40D0658157	NA		25	25	NA	NA	NA	NA	NA	NA
40D0658158	NA		26	26	NA	NA	NA	LABORATORIO CLINICO ISLA CENTRO - CEDRO ARRIBA	NARANJITO	PR
40D0658159	NA		3	3	NA	NA	NA	LABORATORIO CLINICO ISLA CENTRO - NARANJITO	NARANJITO	PR
40D0658160	NA		27	27	NA	NA	NA	NA	NA	NA
40D0658161	NA		7	7	NA	NA	NA	LABORATORIO CLINICO MERCADO INC	OROCOVIS	PR
40D0658162	NA		13	13	NA	NA	NA	NA	NA	NA
40D0658174	NA		34	34	NA	NA	NA	NA	NA	NA
40D0658176	NA		1	1	NA	NA	NA	PATH LAB INC	PONCE	PR
40D0658178	NA		100	100	NA	NA	NA	LABORATORIO RAMIREZ INC	PONCE	PR
40D0658179	NA		2	2	NA	NA	NA	LABORATORIO CLINICO AMUNDARAY	PONCE	PR
40D0658180	1700106291	40	4	44	CONSEJO DE SALUD DE PR	PONCE	PR	CONSEJO DE SALUD DE PUERTO RICO INC	PONCE	PR
40D0658181	NA		36	36	NA	NA	NA	NA	NA	NA
40D0658183	1306928684	2	11	13	LABORATORIO CLINICO RODRIGUEZ STELLA INC	PONCE	PR	LABORATORIO CLINICO RODRIGUEZ	PONCE	PR
40D0658184	NA		18	18	NA	NA	NA	LABORATORIO CLINICO WILLIAMS	PONCE	PR
40D0658186	NA		15	15	NA	NA	NA	NA	NA	NA
40D0658189	NA		22	22	NA	NA	NA	PONCE CLINICAL LABORATORY INC	PONCE	PR
40D0658200	NA		21	21	NA	NA	NA	LABORATORIO CLINICO SALINAS	SALINAS	PR
40D0658205	NA		4	4	NA	NA	NA	NA	NA	NA
40D0658206	NA		3	3	NA	NA	NA	LABORATORIO CLINICO LICER	SAN LORENZO	PR
40D0658211	NA		5	5	NA	NA	NA	LAB CLINICO BACTERIOLOGICO MARTINEZ	SAN SEBASTIAN	PR
40D0658213	NA		2	2	NA	NA	NA	NA	NA	NA
40D0658221	NA		13	13	NA	NA	NA	LAB CLINICO Y BACTERIOLOGICO SANTIAGO	UTUADO	PR
40D0658222	NA		10	10	NA	NA	NA	NA	NA	NA
40D0658233	NA		13	13	NA	NA	NA	NA	NA	NA
40D0658235	NA		63	63	NA	NA	NA	LABORATORIO CLINICO NBH	YAUCO	PR
40D0658240	NA		35	35	NA	NA	NA	LABORATORIO CLINICO MAGDALENA	SAN JUAN	PR
40D0658241	NA		103	103	NA	NA	NA	ASHFORD MEDICAL LABORATORY	SAN JUAN	PR
40D0658242	NA		46	46	NA	NA	NA	NA	NA	NA
40D0658243	NA		8	8	NA	NA	NA	CDT - SAN JUAN HEALTH CENTRE CLINIC	SAN JUAN	PR
40D0658247	NA		12	12	NA	NA	NA	LAB CLINICO METABOLICO	SAN JUAN	PR
40D0658248	NA		19	19	NA	NA	NA	NA	NA	NA
40D0658253	NA		13	13	NA	NA	NA	LAB CLINICO ADAMAR	SAN JUAN	PR
40D0658261	NA		46	46	NA	NA	NA	NA	NA	NA
40D0658269	NA		43	43	NA	NA	NA	LABORATORIO CLINICO ANIBEL	HATO REY	PR
40D0658273	NA		543	543	NA	NA	NA	NA	NA	NA
40D0658274	NA		26	26	NA	NA	NA	LABORATORIO CLINICO EL MONTE INC	HATO REY	PR
40D0658276	NA		41	41	NA	NA	NA	LABORATORIO CLINICO HATO REY INC	HATO REY	PR
40D0658285	NA		8	8	NA	NA	NA	LAB CLINICO AMYR	HATO REY	PR
40D0658287	NA		21	21	NA	NA	NA	NA	NA	NA
40D0658289	NA		31	31	NA	NA	NA	LABORATORIO CLINICO COSTA CARIBE	PUERTO NUEVO	PR
40D0658292	NA		20	20	NA	NA	NA	LABORATORIO CLINICO DCN II	RIO PIEDRAS	PR
40D0658293	NA		22	22	NA	NA	NA	LABORATORIO CLINICO ALMI	RIO PIEDRAS	PR
40D0658298	NA		1	1	NA	NA	NA	LABORATORIO CLINICO RISAN	CAROLINA	PR
40D0658299	NA		114	114	NA	NA	NA	NA	NA	NA
40D0658300	NA		5	5	NA	NA	NA	LABORATORIO CLINICO DR CORDOVA	RIO PIEDRAS	PR
40D0658302	NA		17	17	NA	NA	NA	NA	NA	NA
40D0658305	NA		52	52	NA	NA	NA	NA	NA	NA
40D0658306	NA		57	57	NA	NA	NA	LABORATORIO CLINICO FLORES	SAN JUAN	PR
40D0658307	NA		16	16	NA	NA	NA	NA	NA	NA
40D0658309	NA		34	34	NA	NA	NA	LABORATORIO CLINICO EL PARAISO	SAN JUAN	PR
40D0658311	NA		119	119	NA	NA	NA	QUEST DIAGNOSTICS	RIO PIEDRAS	PR
40D0658312	NA		14	14	NA	NA	NA	NA	NA	NA
40D0658313	NA		1	1	NA	NA	NA	NA	NA	NA
40D0658316	NA		3	3	NA	NA	NA	NA	NA	NA
40D0658327	NA		7	7	NA	NA	NA	LABORATORIO CLINICO CAGUAS NORTE	CAGUAS	PR
40D0658330	NA		1	1	NA	NA	NA	LAB CLIN BORINQUEN - CENTRO EUROPA	SANTURCE	PR
40D0662395	NA		2	2	NA	NA	NA	LABORATORIO CLINICO SAN ANTONIO	SAN SEBASTIAN	PR
40D0662624	NA		22	22	NA	NA	NA	LABORATORIO CLINICO COLON	YABUCOA	PR
40D0663075	NA		22	22	NA	NA	NA	NA	NA	NA
40D0663173	NA		16	16	NA	NA	NA	NA	NA	NA
40D0663215	NA		13	13	NA	NA	NA	LABORATORIO CLINICO LARACUENTE	DORADO	PR
40D0663493	NA		73	73	NA	NA	NA	LABORATORIO CLINICO TORRIVER	RIO PIEDRAS	PR
