NPI	NPICNT	TAXONOMY_CODE	TAXONOMY_DESC1	TAXONOMY_DESC2	TAXONOMY_DESC3	ORG_TYPE_CODE	ORG_TYPE_DESC
1598899981	45	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1598939779	44	NA	NA	NA	NA	NA	NA
1174570691	446	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174575179	286	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174635361	2	NA	NA	NA	NA	NA	NA
1174640288	1	NA	NA	NA	NA	NA	NA
1174642656	65	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174685150	1,237	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174693881	1	NA	NA	NA	NA	NA	NA
1174698468	15,609	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174724710	293	NA	NA	NA	NA	NA	NA
1174729347	63	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174786842	5	NA	NA	NA	NA	NA	NA
1609263706	57,266	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174863336	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174927792	67	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1174964738	1	NA	NA	NA	NA	NA	NA
1174997902	23	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184045619	1	NA	NA	NA	NA	NA	NA
1184049587	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184082745	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1609872886	538	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1609879402	2	NA	NA	NA	NA	NA	NA
1609881077	3,705	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184648719	5	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184670697	31	NA	NA	NA	NA	NA	NA
1184670747	77	NA	NA	NA	NA	NA	NA
1609915727	13	NA	NA	NA	NA	NA	NA
1184672693	8	NA	NA	NA	NA	NA	NA
1184681355	175	NA	NA	NA	NA	NA	NA
1609930957	28	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1609956234	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184728354	76	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184784324	3	NA	NA	NA	NA	NA	NA
1619009388	21,043	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184796765	23	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184803801	17	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184826679	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184851289	1	NA	NA	NA	NA	NA	NA
1184859191	46	NA	NA	NA	NA	NA	NA
1619075926	1	NA	NA	NA	NA	NA	NA
1184861353	91	NA	NA	NA	NA	NA	NA
1184870230	16	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184888364	1	NA	NA	NA	NA	NA	NA
1184896425	129	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619174208	4	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1184954356	12	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619220118	50	NA	NA	NA	NA	NA	NA
1194026153	2,605	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619265600	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194072710	40	NA	NA	NA	NA	NA	NA
1194098384	784	NA	NA	NA	NA	NA	NA
1619291788	64	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619360195	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194156083	1	NA	NA	NA	NA	NA	NA
1194166132	183	NA	NA	NA	NA	NA	NA
1619397783	985	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619915121	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619935863	4	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194776062	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1619980430	111,856	NA	NA	NA	NA	NA	NA
1194788653	942	NA	NA	NA	NA	NA	NA
1619985413	2,772	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194813717	17	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194820001	15	NA	NA	NA	NA	NA	NA
1629017942	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194834028	8	NA	NA	NA	NA	NA	NA
1629026364	27	NA	NA	NA	NA	NA	NA
1629029186	37	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194858027	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1629056171	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194892463	7,786	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194926550	1	NA	NA	NA	NA	NA	NA
1194954784	7	NA	NA	NA	NA	NA	NA
1629080395	15	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1194983478	3	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346202017	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1205089547	694	NA	NA	NA	NA	NA	NA
1346233277	212,425	NA	NA	NA	NA	NA	NA
1760641203	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1629158597	9	NA	NA	NA	NA	NA	NA
1629166129	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346244217	1,447	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1205220837	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1760865745	2	NA	NA	NA	NA	NA	NA
1205814894	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1760875405	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346280096	1,768	NA	NA	NA	NA	NA	NA
1629348917	280	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1205840147	5	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346313749	35,706	NA	NA	NA	NA	NA	NA
1346321858	5	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639105786	4	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639122039	4	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346408424	547	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1205909611	837	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346472859	3	NA	NA	NA	NA	NA	NA
1770586794	3,572	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639178767	11	NA	NA	NA	NA	NA	NA
1346532314	38	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639185457	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639199409	16	NA	NA	NA	NA	NA	NA
1215008875	59	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639239460	3	NA	NA	NA	NA	NA	NA
1639245467	3	NA	NA	NA	NA	NA	NA
1215055256	12	NA	NA	NA	NA	NA	NA
1770734253	1,329	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1346656279	11	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215091731	15	NA	NA	NA	NA	NA	NA
1770766149	18	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1639319684	14	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215178058	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1356325922	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215202486	341	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215262134	1	NA	NA	NA	NA	NA	NA
1215272406	847	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1356356935	56	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649221656	758	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1780612119	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215921457	10	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1780628149	29	NA	NA	NA	NA	NA	NA
1780631390	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215942065	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215962204	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215969787	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649362815	14	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649378514	354	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1215995584	386	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649403429	4	NA	NA	NA	NA	NA	NA
1225030810	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225034739	141	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649442013	10	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225042724	712	NA	NA	NA	NA	NA	NA
1225047939	41	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1366439549	67	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649577297	153	NA	NA	NA	NA	NA	NA
1780862896	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1649593609	18,262	NA	NA	NA	NA	NA	NA
1649594318	53	NA	NA	NA	NA	NA	NA
1780915017	10	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225113442	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225135585	8	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659307700	602	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1790059053	910	NA	NA	NA	NA	NA	NA
1225217987	11	NA	NA	NA	NA	NA	NA
1225226855	12	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1790101681	574	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1790179422	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1790192623	43	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225330624	215	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1225363443	22	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1366627085	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1366674004	181	NA	NA	NA	NA	NA	NA
1225422066	14	NA	NA	NA	NA	NA	NA
1659357440	1	NA	NA	NA	NA	NA	NA
1225424294	1,550	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235110438	7	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659366003	1	NA	NA	NA	NA	NA	NA
1659366672	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1366763260	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1366874216	2,215	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659469799	2	NA	NA	NA	NA	NA	NA
1790791127	296	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235179086	8	NA	NA	NA	NA	NA	NA
1235180480	122	NA	NA	NA	NA	NA	NA
1235184904	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659538247	17	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235186974	554	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235200676	55	NA	NA	NA	NA	NA	NA
1376658591	47	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659671600	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1376722116	1,149	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1659778264	90	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235242082	1	NA	NA	NA	NA	NA	NA
1801055850	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1376818484	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1376854299	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235275975	45	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235310376	7	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235330242	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1386604320	3,834	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1801279559	40	NA	NA	NA	NA	NA	NA
1235375445	1,523	NA	NA	NA	NA	NA	NA
1801801642	177	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1386631885	16	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235423831	1	NA	NA	NA	NA	NA	NA
1669506275	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1386690642	548	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235528225	7	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1235549510	2	NA	NA	NA	NA	NA	NA
1386705671	810	NA	NA	NA	NA	NA	NA
1669565180	2	NA	NA	NA	NA	NA	NA
1669567335	1,305	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245216357	39	NA	NA	NA	NA	NA	NA
1386729549	8	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1669640116	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1669646717	2	NA	NA	NA	NA	NA	NA
1245239540	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245257708	13	NA	NA	NA	NA	NA	NA
1245258870	146	NA	NA	NA	NA	NA	NA
1245265230	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245273358	7	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1669719910	89	NA	NA	NA	NA	NA	NA
1669731881	4	NA	NA	NA	NA	NA	NA
1669746079	11	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245284728	12	NA	NA	NA	NA	NA	NA
1386916989	4	NA	NA	NA	NA	NA	NA
1801935234	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1801975784	273	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1386999308	9	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396072062	9	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396076659	83	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1811036957	7	NA	NA	NA	NA	NA	NA
1245388982	292	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1679547756	34	NA	NA	NA	NA	NA	NA
1811073489	8	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396703179	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1811161904	712	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245476670	415	NA	NA	NA	NA	NA	NA
1245477132	217	NA	NA	NA	NA	NA	NA
1396721932	11	NA	NA	NA	NA	NA	NA
1679592208	5	NA	NA	NA	NA	NA	NA
1811207327	10	NA	NA	NA	NA	NA	NA
1679601033	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1245570118	7	NA	NA	NA	NA	NA	NA
1396732046	8	NA	NA	NA	NA	NA	NA
1811260672	76	NA	NA	NA	NA	NA	NA
1245641018	1	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1679659114	2,237	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1811366586	2	NA	NA	NA	NA	NA	NA
1255313664	2	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1811926603	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396793899	6	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396810057	11,419	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396823340	4	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1679850994	51	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1255366241	7	NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
NA		NA	NA	NA	NA	NA	NA
1396851556	50	NA	NA	NA	NA	NA	NA
