SL_NAME	CODE_GROUP	SETTINGS	AGE_BANDS
Vascular_Surgery	Vascular_Surgery__Dilation_Procedures_on_the_Arteries_and_Veins;_Extremities	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Focused_Ultrasound_Ablation_therapeutic_Intervention_Other_than_Uterine_Leiomyomata	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Other_Procedures_on_the_Cardiovascular_System_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Other_Vascular_Procedures	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Peripheral_vascular_bypass	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Peripheral_vascular_bypass_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Revision_of_Bypass_Graft_Extremities	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Aortic_Body	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Arteries_and_Veins_Abdomen	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Arteries_and_Veins_Head_and_Neck_bypass_clot_and_plaque_removal	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Arteries_and_Veins_Head_and_Neck_bypass_clot_and_plaque_removal_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Arteries_and_Veins_Other_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Surgical_Procedures_on_the_Para_aortic_Body	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Thromboendarterectomy_of_the_peripheral_arteries	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Vascular_Surgery	Vascular_Surgery__Thromboendarterectomy_of_the_peripheral_arteries_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Active_wound_care	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Active_wound_care_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Exploration_of_Penetrating_Wound_on_the_Musculoskeletal_System	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Extracorporeal_Shock_Wave_Therapy_Involving_Musculoskeletal_System_or_Integumentary_Wound_Healing	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Extracorporeal_Shock_Wave_Therapy_Involving_Musculoskeletal_System_or_Integumentary_Wound_Healing_Add_On	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
Wound_Care	Wound_Care__Hyperbaric_Oxygen_Treatment	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
X_Ray	X_Ray__Radiography_X_Ray_Imaging	ip,op,office,asc	0-3,4-11,12-17,18-64,65+
